Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Education_Level,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,AI_Affect_on_Productivity,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
29,Male,Doctor,8,Daily Life,Medicine,Bard,Often,Intermediate,Desktop,Low,High,Rural,Bachelor,Arabic,Medium,Same,Neutral,No,2,Yes,2,20,85
53,Female,Teacher,0,Work,Education,Bard,Rarely,Advanced,Desktop,High,High,Suburban,PhD,Arabic,Fast,Same,Positive,Yes,8,No,2,31,70
43,Female,Doctor,11,Daily Life,Medicine,Other,Rarely,Advanced,Tablet,Medium,Moderate,Rural,PhD,Arabic,Slow,Increased,Negative,Yes,7,No,2,34,70
23,Female,Engineer,3,Study,Engineering,Bard,Often,Advanced,Mobile,Low,High,Rural,Master,French,Fast,Decreased,Neutral,No,3,Yes,3,79,60
52,Male,Student,7,Daily Life,Business,ChatGPT,Sometimes,Advanced,Desktop,Medium,High,Rural,High School,Spanish,Medium,Increased,Negative,Yes,2,Yes,1,24,85
26,Male,Freelancer,5,Shopping,Law,ChatGPT,Often,Advanced,Mobile,Medium,Moderate,Rural,Master,Spanish,Slow,Same,Neutral,Yes,1,Yes,2,25,85
46,Female,Doctor,8,Work,Engineering,Midjourney,Often,Beginner,Laptop,Low,Moderate,Suburban,PhD,Spanish,Slow,Decreased,Positive,Yes,7,No,3,85,60
51,Female,Freelancer,9,Health,Law,Bard,Daily,Beginner,Mobile,Low,Moderate,Rural,High School,English,Medium,Same,Negative,No,5,Yes,3,78,60
48,Female,Freelancer,1,Work,Engineering,ChatGPT,Rarely,Beginner,Tablet,Low,High,Rural,PhD,Spanish,Fast,Decreased,Negative,Yes,7,No,2,39,70
40,Female,Doctor,0,Work,Law,ChatGPT,Rarely,Intermediate,Desktop,Low,High,Urban,PhD,Arabic,Slow,Increased,Negative,No,2,Yes,3,46,80
20,Female,Student,9,Entertainment,Engineering,Other,Daily,Advanced,Mobile,Medium,Moderate,Urban,Bachelor,English,Fast,Increased,Positive,Yes,8,No,2,21,85
43,Female,Teacher,11,Entertainment,Law,Copilot,Sometimes,Beginner,Desktop,High,Low,Urban,PhD,Spanish,Medium,Decreased,Positive,No,2,Yes,2,23,85
44,Female,Researcher,4,Work,Medicine,ChatGPT,Rarely,Advanced,Mobile,Low,High,Urban,High School,English,Medium,Decreased,Negative,Yes,2,Yes,2,47,70
50,Male,Student,10,Entertainment,Engineering,Other,Daily,Advanced,Laptop,High,Moderate,Suburban,Master,French,Slow,Decreased,Neutral,Yes,3,Yes,2,29,85
37,Male,Unemployed,5,Health,Education,Copilot,Sometimes,Advanced,Tablet,Medium,Low,Urban,Bachelor,French,Medium,Increased,Negative,Yes,3,Yes,2,30,85
48,Male,Designer,11,Work,Business,Other,Sometimes,Intermediate,Laptop,Medium,Moderate,Rural,Bachelor,Spanish,Fast,Same,Positive,No,5,Yes,2,28,85
26,Female,Researcher,6,Study,Engineering,Other,Sometimes,Intermediate,Laptop,Medium,High,Urban,,Arabic,Slow,Increased,Positive,No,9,No,2,27,85
49,Male,Student,2,Health,Medicine,Notion AI,Daily,Advanced,Laptop,High,Low,Rural,Master,French,Medium,Increased,Positive,No,4,Yes,2,33,70
44,Male,Freelancer,8,Study,Law,ChatGPT,Often,Beginner,Desktop,High,High,Suburban,PhD,English,Slow,Same,Neutral,Yes,10,No,2,29,85
34,Male,Unemployed,8,Shopping,Art,Other,Daily,Beginner,Desktop,High,Moderate,Suburban,Bachelor,Arabic,Slow,Same,Negative,Yes,1,Yes,2,41,70
61,Male,Engineer,9,Health,Medicine,Other,Sometimes,Advanced,Mobile,High,High,Rural,Master,French,Medium,Same,Positive,No,5,Yes,4,90,70
28,Male,Engineer,4,Study,Computer Science,Bard,Rarely,Beginner,Laptop,Low,High,Suburban,Master,Spanish,Medium,Increased,Negative,Yes,6,No,3,55,80
61,Female,Doctor,12,Entertainment,Medicine,Other,Daily,Beginner,Mobile,Medium,Moderate,Urban,PhD,Spanish,Slow,Decreased,Negative,No,1,Yes,3,84,60
56,Female,Student,2,Daily Life,Business,Copilot,Daily,Intermediate,Laptop,High,Moderate,Rural,High School,English,Medium,Same,Positive,Yes,2,Yes,1,27,85
51,Female,Designer,6,Study,Engineering,Other,Rarely,Beginner,Tablet,High,Moderate,Rural,PhD,Spanish,Medium,Increased,Neutral,No,8,No,2,32,70
23,Male,Freelancer,0,Health,Medicine,Notion AI,Rarely,Advanced,Mobile,Medium,High,Suburban,High School,French,Slow,Same,Neutral,No,9,No,3,89,60
31,Male,Engineer,10,Health,Medicine,Copilot,Daily,Advanced,Laptop,High,Low,Urban,Master,Arabic,Fast,Increased,Neutral,No,6,No,4,104,50
32,Female,Designer,4,Daily Life,Engineering,Other,Rarely,Beginner,Mobile,Medium,Low,Suburban,High School,English,Fast,Same,Positive,No,5,Yes,2,47,70
56,Male,Researcher,8,Entertainment,Law,ChatGPT,Rarely,Advanced,Mobile,High,High,Suburban,Bachelor,Spanish,Medium,Decreased,Negative,No,2,Yes,2,26,85
43,Female,Engineer,0,Work,Art,Copilot,Sometimes,Intermediate,Tablet,High,Low,Urban,Master,English,Medium,Decreased,Positive,No,9,No,3,82,60
49,Female,Researcher,8,Health,Medicine,Other,Daily,Advanced,Laptop,Low,Low,Rural,Master,Spanish,Medium,Same,Negative,Yes,8,No,3,55,80
43,Male,Student,9,Shopping,Education,Other,Often,Intermediate,Tablet,High,Moderate,Rural,Master,Arabic,Medium,Decreased,Neutral,No,2,Yes,2,47,70
19,Female,Unemployed,11,Entertainment,Engineering,Notion AI,Rarely,Intermediate,Tablet,High,High,Urban,Master,Arabic,Fast,Increased,Positive,No,2,Yes,2,47,70
18,Female,Teacher,6,Health,Business,ChatGPT,Daily,Advanced,Mobile,Medium,Moderate,Urban,High School,Arabic,Fast,Decreased,Neutral,Yes,5,Yes,3,55,80
52,Female,Unemployed,12,Shopping,Medicine,ChatGPT,Rarely,Advanced,Desktop,Medium,Low,Rural,Bachelor,Arabic,Slow,Increased,Negative,Yes,6,No,2,21,85
24,Male,Engineer,12,Shopping,Law,Other,Rarely,Beginner,Tablet,Low,Moderate,Urban,PhD,Spanish,Slow,Decreased,Neutral,Yes,6,No,3,66,60
45,Male,Freelancer,5,Shopping,Computer Science,Other,Sometimes,Advanced,Tablet,Medium,Moderate,Suburban,PhD,French,Slow,Increased,Negative,No,10,No,2,36,70
20,Male,Engineer,3,Health,Education,Copilot,Rarely,Intermediate,Laptop,Low,Low,Suburban,Bachelor,Arabic,Slow,Same,Negative,Yes,9,No,4,118,50
26,Male,Unemployed,0,Health,Education,Copilot,Sometimes,Intermediate,Desktop,Medium,Moderate,Suburban,PhD,Spanish,Medium,Decreased,Neutral,Yes,7,No,2,38,70
44,Female,Designer,5,Health,Business,Other,Often,Advanced,Mobile,High,Low,Urban,PhD,French,Slow,Decreased,Negative,No,10,No,3,59,80
24,Female,Designer,5,Work,Medicine,Other,Often,Advanced,Mobile,Low,High,Urban,Master,French,Fast,Decreased,Neutral,No,3,Yes,2,39,70
33,Male,Designer,5,Work,Law,Notion AI,Rarely,Beginner,Tablet,High,Moderate,Suburban,Bachelor,Arabic,Slow,Decreased,Negative,No,6,No,2,32,70
47,Female,Freelancer,4,Entertainment,Computer Science,Other,Sometimes,Advanced,Laptop,Low,High,Rural,Bachelor,Arabic,Medium,Same,Negative,Yes,5,Yes,2,46,70
61,Male,Freelancer,9,Daily Life,Medicine,Other,Sometimes,Intermediate,Desktop,High,Low,Rural,Bachelor,Spanish,Slow,Decreased,Positive,Yes,3,Yes,2,32,70
52,Male,Teacher,7,Work,Computer Science,Other,Rarely,Beginner,Tablet,Low,Low,Suburban,High School,English,Medium,Decreased,Positive,No,6,No,2,40,70
19,Female,Doctor,5,Health,Law,Notion AI,Sometimes,Beginner,Desktop,High,Low,Urban,High School,French,Fast,Increased,Negative,Yes,7,No,4,113,50
48,Female,Engineer,7,Study,Engineering,Midjourney,Often,Beginner,Mobile,Low,Low,Rural,Bachelor,Spanish,Slow,Decreased,Positive,No,4,Yes,3,58,80
60,Male,Designer,6,Work,Business,Midjourney,Often,Intermediate,Mobile,Low,Low,Urban,Bachelor,Spanish,Medium,Increased,Negative,No,7,No,2,24,85
31,Male,Freelancer,3,Shopping,Engineering,Bard,Rarely,Intermediate,Mobile,Medium,Low,Suburban,High School,Arabic,Fast,Decreased,Negative,No,8,No,2,38,70
24,Male,Freelancer,8,Work,Law,ChatGPT,Often,Beginner,Tablet,Low,High,Suburban,PhD,English,Fast,Increased,Neutral,Yes,6,No,2,26,85
30,Male,Doctor,5,Study,Art,Bard,Rarely,Beginner,Tablet,Medium,Moderate,Suburban,Master,Arabic,Fast,Increased,Neutral,Yes,3,Yes,3,64,60
27,Female,Student,10,Study,Business,Copilot,Sometimes,Intermediate,Mobile,Low,Low,Urban,Master,English,Slow,Decreased,Positive,Yes,7,No,2,25,85
47,Female,Designer,12,Study,Engineering,ChatGPT,Daily,Beginner,Laptop,High,Moderate,Urban,Master,English,Slow,Same,Positive,No,1,Yes,2,46,70
59,Male,Doctor,10,Work,Computer Science,Bard,Daily,Intermediate,Desktop,Medium,Low,Rural,High School,English,Slow,Same,Negative,Yes,6,No,3,85,60
21,Female,Doctor,1,Shopping,Business,Other,Often,Beginner,Laptop,Low,Moderate,Urban,PhD,English,Slow,Same,Negative,Yes,4,Yes,3,88,60
33,Male,Engineer,8,Daily Life,Computer Science,Midjourney,Often,Intermediate,Tablet,High,High,Suburban,High School,French,Medium,Decreased,Negative,No,8,No,2,25,85
20,Male,Freelancer,12,Health,Computer Science,ChatGPT,Often,Beginner,Mobile,High,Low,Suburban,Bachelor,English,Slow,Increased,Negative,Yes,8,No,3,73,60
49,Female,Engineer,6,Work,Law,Other,Rarely,Advanced,Mobile,Medium,High,Suburban,Master,Arabic,Medium,Same,Negative,Yes,6,No,3,80,60
59,Male,Doctor,5,Entertainment,Computer Science,Copilot,Rarely,Beginner,Mobile,Medium,Low,Rural,Bachelor,English,Medium,Same,Positive,No,1,Yes,3,78,60
38,Male,Engineer,7,Health,Business,Midjourney,Sometimes,Intermediate,Laptop,Low,Low,Rural,,English,Medium,Increased,Positive,No,3,Yes,4,113,50
26,Female,Doctor,9,Daily Life,Engineering,Midjourney,Sometimes,Beginner,Desktop,Low,High,Suburban,Bachelor,Arabic,Slow,Same,Neutral,Yes,8,No,2,25,85
36,Female,Student,9,Health,Education,ChatGPT,Rarely,Intermediate,Laptop,Low,Low,Rural,High School,Spanish,Slow,Increased,Negative,Yes,2,Yes,2,43,70
36,Female,Student,7,Daily Life,Computer Science,Other,Daily,Intermediate,Laptop,High,High,Rural,High School,Spanish,Slow,Decreased,Positive,Yes,5,Yes,1,30,85
57,Male,Student,7,Entertainment,Law,Midjourney,Sometimes,Beginner,Desktop,Low,Moderate,Rural,Bachelor,French,Fast,Increased,Positive,No,10,No,2,38,70
37,Male,Designer,3,Shopping,Education,Notion AI,Often,Intermediate,Laptop,Medium,Moderate,Rural,PhD,Arabic,Slow,Decreased,Negative,No,2,Yes,2,36,70
41,Female,Freelancer,9,Health,Education,Midjourney,Sometimes,Intermediate,Desktop,Low,Moderate,Rural,High School,English,Medium,Decreased,Positive,No,10,No,3,79,60
44,Female,Doctor,3,Health,Law,Midjourney,Daily,Advanced,Laptop,Medium,High,Urban,Bachelor,Arabic,Medium,Decreased,Neutral,No,10,No,4,119,50
30,Male,Engineer,11,Work,Art,Bard,Daily,Intermediate,Laptop,Medium,High,Urban,,Spanish,Slow,Decreased,Positive,No,1,Yes,3,82,60
27,Male,Engineer,2,Entertainment,Business,Bard,Often,Beginner,Tablet,Medium,Low,Urban,Master,English,Fast,Increased,Positive,Yes,7,No,3,52,80
55,Female,Freelancer,2,Health,Education,Notion AI,Daily,Advanced,Desktop,High,High,Urban,High School,English,Slow,Same,Positive,Yes,3,Yes,3,85,60
18,Male,Designer,9,Entertainment,Education,Copilot,Sometimes,Advanced,Laptop,Low,Moderate,Rural,PhD,English,Slow,Increased,Neutral,Yes,10,No,2,23,85
19,Male,Designer,10,Work,Medicine,Midjourney,Daily,Intermediate,Desktop,Low,Low,Urban,PhD,English,Slow,Increased,Neutral,No,7,No,2,26,85
57,Female,Teacher,2,Study,Law,Copilot,Daily,Intermediate,Mobile,Medium,Low,Rural,Master,French,Fast,Decreased,Negative,Yes,6,No,2,48,70
26,Female,Student,6,Shopping,Business,ChatGPT,Often,Beginner,Desktop,Medium,Moderate,Rural,High School,Spanish,Medium,Same,Negative,No,1,Yes,2,25,85
127,Male,Unemployed,10,Study,Computer Science,Bard,Rarely,Advanced,Tablet,Medium,High,Suburban,High School,French,Fast,Increased,Neutral,No,9,No,2,29,85
18,Male,Designer,0,Entertainment,Education,Copilot,Daily,Intermediate,Mobile,Low,Moderate,Rural,PhD,Arabic,Fast,Increased,Negative,Yes,10,No,2,40,70
45,Female,Doctor,8,Work,Education,Bard,Rarely,Intermediate,Desktop,High,High,Urban,High School,French,Slow,Same,Neutral,No,3,Yes,3,70,60
45,Male,Designer,3,Shopping,Law,Midjourney,Sometimes,Intermediate,Mobile,Medium,High,Suburban,Master,French,Slow,Same,Positive,Yes,2,Yes,2,39,70
18,Male,Unemployed,8,Study,Medicine,Copilot,Daily,Intermediate,Mobile,Medium,Moderate,Urban,Bachelor,English,Medium,Decreased,Negative,Yes,3,Yes,2,28,85
60,Female,Researcher,5,Work,Education,ChatGPT,Rarely,Advanced,Mobile,Low,Low,Suburban,Master,Arabic,Fast,Same,Positive,No,1,Yes,2,44,70
41,Female,Designer,11,Daily Life,Computer Science,Notion AI,Daily,Advanced,Desktop,Low,Low,Rural,Bachelor,Spanish,Medium,Decreased,Negative,Yes,1,Yes,2,43,70
63,Female,Designer,6,Study,Computer Science,Copilot,Rarely,Advanced,Desktop,High,Moderate,Urban,High School,Spanish,Medium,Same,Neutral,Yes,4,Yes,2,36,70
28,Female,Designer,7,Entertainment,Medicine,Other,Sometimes,Intermediate,Tablet,Medium,High,Suburban,High School,Arabic,Fast,Same,Neutral,No,4,Yes,2,20,85
59,Female,Unemployed,6,Shopping,Law,Midjourney,Sometimes,Beginner,Desktop,High,High,Suburban,Master,French,Medium,Increased,Positive,No,6,No,2,21,85
29,Female,Student,5,Daily Life,Business,ChatGPT,Rarely,Beginner,Tablet,High,High,Rural,,Spanish,Slow,Decreased,Negative,Yes,3,Yes,1,19,85
43,Female,Unemployed,6,Health,Education,Notion AI,Daily,Advanced,Mobile,Medium,Moderate,Suburban,High School,Arabic,Fast,Increased,Positive,Yes,8,No,2,24,85
52,Female,Researcher,12,Study,Art,Bard,Often,Intermediate,Desktop,High,Moderate,Rural,High School,Spanish,Fast,Increased,Negative,Yes,8,No,2,46,70
26,Male,Researcher,12,Study,Business,Copilot,Daily,Advanced,Tablet,High,High,Rural,Bachelor,Spanish,Medium,Decreased,Positive,No,3,Yes,2,30,85
54,Male,Engineer,3,Entertainment,Medicine,Notion AI,Often,Intermediate,Laptop,Medium,Moderate,Rural,Master,Spanish,Slow,Same,Negative,Yes,10,No,3,40,80
39,Male,Researcher,10,Entertainment,Computer Science,Other,Sometimes,Advanced,Laptop,Medium,Moderate,Urban,PhD,English,Slow,Same,Negative,No,8,No,2,25,85
55,Male,Engineer,11,Work,Law,ChatGPT,Rarely,Beginner,Mobile,Low,Low,Suburban,PhD,Arabic,Slow,Decreased,Neutral,Yes,4,Yes,3,75,60
62,Male,Freelancer,3,Entertainment,Engineering,Other,Sometimes,Beginner,Laptop,Medium,Low,Rural,Bachelor,Arabic,Fast,Same,Neutral,Yes,9,No,2,40,70
28,Male,Freelancer,11,Daily Life,Business,Bard,Rarely,Intermediate,Laptop,Low,High,Urban,Bachelor,English,Slow,Same,Negative,Yes,10,No,2,46,70
18,Male,Student,2,Entertainment,Art,Other,Daily,Intermediate,Desktop,Low,Moderate,Rural,PhD,Arabic,Fast,Increased,Negative,No,7,No,2,25,85
26,Male,Designer,11,Entertainment,Medicine,Copilot,Often,Advanced,Desktop,Low,High,Suburban,High School,English,Fast,Decreased,Negative,No,1,Yes,2,22,85
33,Male,Researcher,10,Entertainment,Medicine,Midjourney,Daily,Beginner,Laptop,Low,Moderate,Urban,Master,English,Medium,Increased,Positive,No,8,No,2,22,85
32,Male,Teacher,2,Health,Education,Other,Often,Intermediate,Laptop,Low,Moderate,Urban,PhD,Spanish,Slow,Same,Positive,Yes,2,Yes,3,71,60
30,Female,Teacher,8,Daily Life,Education,Other,Daily,Beginner,Laptop,High,Low,Suburban,PhD,Spanish,Fast,Increased,Positive,Yes,10,No,2,40,70
41,Male,Teacher,5,Study,Business,Other,Rarely,Beginner,Laptop,Low,Low,Rural,Master,English,Medium,Decreased,Negative,Yes,9,No,2,25,85
52,Male,Engineer,4,Entertainment,Law,Copilot,Sometimes,Advanced,Laptop,Low,High,Urban,Master,French,Slow,Same,Positive,No,8,No,3,62,60
26,Female,Doctor,1,Study,Engineering,ChatGPT,Daily,Intermediate,Laptop,Medium,Moderate,Urban,PhD,Arabic,Medium,Same,Positive,No,10,No,3,77,60
47,Female,Student,6,Study,Engineering,Bard,Daily,Beginner,Laptop,Medium,High,Rural,Master,French,Slow,Decreased,Negative,No,10,No,2,35,70
48,Female,Engineer,0,Work,Engineering,Notion AI,Rarely,Advanced,Mobile,Low,Moderate,Suburban,Bachelor,Spanish,Medium,Decreased,Positive,Yes,5,Yes,3,55,80
27,Female,Doctor,1,Work,Art,Notion AI,Daily,Advanced,Mobile,Medium,Moderate,Rural,PhD,Arabic,Fast,Increased,Negative,No,1,Yes,3,78,60
51,Female,Teacher,1,Entertainment,Art,Copilot,Rarely,Advanced,Laptop,Medium,Moderate,Urban,PhD,Arabic,Slow,Increased,Positive,Yes,10,No,2,21,85
46,Female,Unemployed,1,Entertainment,Art,ChatGPT,Often,Beginner,Laptop,Medium,Low,Suburban,Bachelor,Spanish,Medium,Increased,Neutral,Yes,7,No,2,36,70
59,Male,Unemployed,6,Entertainment,Engineering,Other,Sometimes,Intermediate,Tablet,High,High,Suburban,Bachelor,Spanish,Fast,Decreased,Neutral,Yes,6,No,2,22,85
40,Male,Researcher,5,Shopping,Law,Midjourney,Daily,Advanced,Laptop,High,Low,Rural,PhD,English,Medium,Same,Neutral,Yes,8,No,2,32,70
22,Male,Doctor,10,Health,Art,ChatGPT,Sometimes,Advanced,Desktop,Medium,High,Urban,PhD,English,Fast,Decreased,Neutral,Yes,1,Yes,4,94,50
23,Female,Designer,2,Work,Education,Copilot,Sometimes,Advanced,Desktop,Medium,Low,Urban,Bachelor,Arabic,Slow,Same,Negative,No,3,Yes,2,49,70
44,Female,Unemployed,7,Study,Business,ChatGPT,Rarely,Beginner,Tablet,Low,Low,Suburban,Master,Arabic,Slow,Increased,Negative,Yes,1,Yes,2,28,85
39,Male,Teacher,6,Health,Art,Midjourney,Often,Intermediate,Tablet,High,Low,Suburban,Bachelor,Arabic,Fast,Increased,Positive,No,9,No,3,45,80
37,Male,Teacher,10,Study,Education,Bard,Daily,Intermediate,Laptop,Medium,Moderate,Rural,Master,English,Slow,Decreased,Negative,No,5,Yes,2,29,85
61,Male,Designer,8,Daily Life,Education,Notion AI,Often,Beginner,Mobile,High,Low,Urban,PhD,Arabic,Slow,Increased,Positive,No,7,No,2,37,70
19,Male,Doctor,12,Study,Computer Science,Other,Daily,Advanced,Tablet,High,Moderate,Suburban,Bachelor,Spanish,Medium,Increased,Negative,No,3,Yes,3,88,60
31,Female,Engineer,0,Daily Life,Business,Other,Sometimes,Beginner,Mobile,Low,High,Urban,High School,Arabic,Medium,Increased,Neutral,Yes,6,No,2,31,70
37,Female,Designer,10,Entertainment,Business,Midjourney,Often,Intermediate,Tablet,Low,Moderate,Suburban,Bachelor,Arabic,Slow,Decreased,Positive,Yes,3,Yes,2,23,85
43,Male,Unemployed,8,Daily Life,Education,Other,Rarely,Intermediate,Laptop,Low,High,Suburban,PhD,Arabic,Medium,Decreased,Negative,Yes,9,No,1,16,85
46,Male,Researcher,0,Work,Art,Other,Rarely,Advanced,Tablet,Low,Moderate,Suburban,Master,French,Fast,Increased,Positive,No,6,No,2,23,85
22,Male,Engineer,7,Study,Law,Copilot,Daily,Intermediate,Laptop,Low,Low,Rural,Master,French,Slow,Increased,Neutral,Yes,9,No,3,54,80
33,Male,Student,3,Entertainment,Education,Midjourney,Daily,Beginner,Mobile,Low,Low,Urban,Master,English,Fast,Increased,Negative,No,10,No,2,31,70
53,Male,Engineer,0,Work,Art,Copilot,Daily,Advanced,Mobile,Low,Low,Urban,PhD,Spanish,Fast,Same,Neutral,Yes,9,No,3,41,80
39,Male,Unemployed,7,Study,Business,Copilot,Daily,Advanced,Mobile,Low,Low,Suburban,High School,French,Fast,Decreased,Neutral,Yes,1,Yes,2,24,85
37,Male,Researcher,9,Daily Life,Medicine,Bard,Rarely,Advanced,Mobile,High,High,Rural,Master,French,Fast,Increased,Neutral,No,5,Yes,2,36,70
33,Female,Freelancer,3,Shopping,Computer Science,Other,Rarely,Intermediate,Laptop,Low,Moderate,Rural,Master,Arabic,Slow,Increased,Negative,No,9,No,2,22,85
21,Male,Unemployed,11,Daily Life,Computer Science,Copilot,Often,Beginner,Laptop,Low,High,Rural,PhD,English,Fast,Same,Negative,Yes,5,Yes,1,27,85
29,Male,Doctor,4,Entertainment,Computer Science,ChatGPT,Daily,Beginner,Desktop,Medium,High,Suburban,PhD,French,Slow,Same,Positive,Yes,5,Yes,3,86,60
63,Male,Designer,12,Entertainment,Engineering,Notion AI,Rarely,Advanced,Mobile,High,Low,Suburban,PhD,Arabic,Fast,Same,Positive,No,7,No,2,40,70
27,Male,Designer,8,Health,Education,Bard,Often,Advanced,Laptop,Low,Moderate,Suburban,Bachelor,French,Medium,Same,Neutral,Yes,9,No,3,89,60
60,Female,Designer,2,Entertainment,Engineering,Bard,Often,Advanced,Laptop,Low,High,Urban,PhD,Spanish,Fast,Increased,Neutral,No,7,No,2,35,70
50,Female,Student,0,Entertainment,Medicine,Other,Often,Intermediate,Laptop,High,Moderate,Urban,Bachelor,Spanish,Medium,Decreased,Positive,Yes,7,No,2,22,85
61,Female,Student,10,Shopping,Law,Bard,Rarely,Advanced,Laptop,Medium,High,Urban,Bachelor,French,Slow,Decreased,Neutral,Yes,5,Yes,2,46,70
28,Female,Doctor,0,Study,Business,Other,Sometimes,Advanced,Mobile,High,Low,Suburban,Bachelor,Arabic,Slow,Same,Neutral,No,4,Yes,3,89,60
44,Male,Engineer,9,Work,Engineering,Midjourney,Often,Beginner,Laptop,Medium,High,Rural,Master,Spanish,Medium,Same,Positive,No,10,No,3,81,60
141,Male,Unemployed,4,Work,Law,Other,Often,Advanced,Laptop,Low,High,Urban,High School,French,Medium,Decreased,Positive,Yes,4,Yes,2,41,70
52,Female,Student,10,Shopping,Education,Other,Daily,Advanced,Tablet,Low,Low,Rural,PhD,French,Fast,Decreased,Negative,Yes,4,Yes,2,36,70
37,Male,Student,4,Work,Computer Science,Notion AI,Often,Advanced,Tablet,Low,Low,Urban,Bachelor,Spanish,Medium,Increased,Negative,Yes,7,No,2,27,85
23,Female,Student,6,Study,Computer Science,Notion AI,Rarely,Intermediate,Laptop,High,High,Urban,Master,English,Medium,Same,Neutral,Yes,1,Yes,2,48,70
18,Male,Researcher,9,Entertainment,Business,Bard,Rarely,Beginner,Desktop,High,High,Urban,PhD,English,Slow,Same,Positive,Yes,5,Yes,2,30,85
41,Male,Student,9,Study,Education,ChatGPT,Sometimes,Intermediate,Desktop,Low,High,Rural,PhD,Spanish,Slow,Decreased,Positive,No,9,No,2,39,70
51,Female,Teacher,11,Work,Computer Science,Notion AI,Often,Advanced,Tablet,Medium,High,Rural,Master,English,Medium,Decreased,Neutral,Yes,2,Yes,2,37,70
44,Female,Student,7,Entertainment,Medicine,Notion AI,Often,Advanced,Laptop,High,Moderate,Rural,Bachelor,English,Medium,Decreased,Neutral,Yes,1,Yes,2,39,70
25,Male,Researcher,6,Health,Computer Science,Notion AI,Daily,Advanced,Laptop,Medium,Low,Rural,Bachelor,Arabic,Medium,Increased,Neutral,Yes,7,No,3,59,80
55,Female,Researcher,3,Work,Business,Other,Often,Intermediate,Laptop,High,High,Urban,PhD,French,Slow,Increased,Positive,No,1,Yes,2,42,70
43,Female,Freelancer,7,Shopping,Engineering,Bard,Sometimes,Advanced,Tablet,Low,Low,Rural,Master,Arabic,Slow,Increased,Negative,Yes,1,Yes,2,34,70
26,Female,Teacher,3,Work,Computer Science,Copilot,Daily,Advanced,Desktop,High,Low,Urban,High School,French,Fast,Decreased,Negative,Yes,8,No,2,36,70
63,Female,Teacher,4,Daily Life,Education,Notion AI,Daily,Advanced,Laptop,High,Moderate,Rural,Bachelor,Spanish,Fast,Increased,Neutral,No,8,No,2,38,70
50,Male,Designer,11,Daily Life,Art,ChatGPT,Daily,Intermediate,Laptop,High,Moderate,Suburban,Bachelor,English,Fast,Same,Positive,Yes,10,No,2,22,85
26,Male,Teacher,12,Daily Life,Medicine,Notion AI,Daily,Advanced,Laptop,High,Moderate,Suburban,,English,Slow,Decreased,Neutral,Yes,7,No,2,33,70
64,Female,Researcher,9,Daily Life,Computer Science,Bard,Daily,Beginner,Laptop,Medium,Low,Suburban,Bachelor,French,Fast,Same,Neutral,Yes,5,Yes,2,50,70
